DATE,PROVIDER,PROVIDER NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
2012-04-01,RGR,WEST SUFFOLK HOSPITALS NHS TRUST,33079,1204,1325.5988,0.9083,0.9173,1.0878,0.8756,1.1421,2
2012-04-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69352,1903,2382.0903,0.7989,0.9379,1.0649,0.8799,1.1365,3
2012-04-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,60112,1722,1981.632,0.869,0.932,1.0714,0.8788,1.1379,3
2012-04-01,RHM,SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST,87143,2536,2721.2884,0.9319,0.9418,1.0607,0.8806,1.1356,2
2012-04-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,102342,3566,3945.3405,0.9039,0.9515,1.0502,0.8821,1.1336,2
2012-04-01,RHU,PORTSMOUTH HOSPITALS NHS TRUST,87904,2951,3008.7466,0.9808,0.9446,1.0576,0.8811,1.135,2
2012-04-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,58802,2024,1853.3931,1.0921,0.9298,1.0739,0.8783,1.1385,2
2012-04-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,83770,1412,1588.5047,0.8889,0.9243,1.08,0.8772,1.14,2
2012-04-01,RJ2,LEWISHAM HEALTHCARE NHS TRUST,37239,1001,1007.6471,0.9934,0.9055,1.1012,0.8726,1.146,2
2012-04-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,44071,1291,1263.2658,1.022,0.9153,1.09,0.8751,1.1427,2
2012-04-01,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,71779,1634,2113.2394,0.7732,0.9341,1.0691,0.8792,1.1374,3
2012-04-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,32806,1094,992.4021,1.1024,0.9048,1.102,0.8724,1.1462,2
2012-04-01,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,32850,992,1024.4468,0.9683,0.9062,1.1004,0.8728,1.1457,2
2012-04-01,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,84769,2976,2833.4756,1.0503,0.943,1.0594,0.8808,1.1353,2
2012-04-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,39901,1241,1119.788,1.1082,0.9102,1.0958,0.8738,1.1444,2
2012-04-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,58774,2285,1968.7031,1.1607,0.9318,1.0716,0.8787,1.138,1
2012-04-01,RJN,EAST CHESHIRE NHS TRUST,24762,994,983.0487,1.0111,0.9043,1.1025,0.8723,1.1464,2
2012-04-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,47911,1391,1295.4918,1.0737,0.9163,1.0889,0.8754,1.1424,2
2012-04-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,65736,1403,1564.2846,0.8969,0.9237,1.0806,0.877,1.1402,2
2012-04-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,49578,1716,1702.0712,1.0082,0.9268,1.0772,0.8777,1.1393,2
2012-04-01,RK9,PLYMOUTH HOSPITALS NHS TRUST,72687,2366,2513.6682,0.9413,0.9395,1.0632,0.8802,1.1361,2
2012-04-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,81960,2656,2528.7711,1.0503,0.9397,1.063,0.8802,1.1361,2
2012-04-01,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34860,552,818.0928,0.6747,0.8954,1.1128,0.8698,1.1497,3
2012-04-01,RL4,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,59719,2173,2002.9769,1.0849,0.9324,1.071,0.8789,1.1378,2
2012-04-01,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,61080,2003,2029.3546,0.987,0.9328,1.0705,0.8789,1.1377,2
2012-04-01,RLQ,WYE VALLEY NHS TRUST,27401,1007,879.0071,1.1456,0.899,1.1087,0.8708,1.1483,2
2012-04-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23925,1047,851.5592,1.2295,0.8974,1.1105,0.8704,1.1489,1
2012-04-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84518,3071,3065.2091,1.0019,0.9451,1.0571,0.8811,1.1349,2
2012-04-01,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,59449,1709,1872.8847,0.9125,0.9301,1.0735,0.8784,1.1384,2
2012-04-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,56367,1497,1683.5057,0.8892,0.9264,1.0776,0.8776,1.1394,2
2012-04-01,RM4,TRAFFORD HEALTHCARE NHS TRUST,9907,558,496.6333,1.1236,0.867,1.1466,0.8607,1.1618,2
2012-04-01,RMC,ROYAL BOLTON HOSPITAL NHS FOUNDATION TRUST,55212,1739,1665.8378,1.0439,0.926,1.0781,0.8775,1.1395,2
2012-04-01,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34917,1498,1256.5159,1.1922,0.9151,1.0903,0.875,1.1428,1
2012-04-01,RN1,WINCHESTER AND EASTLEIGH HEALTHCARE NHS TRUST,26170,928,923.1964,1.0052,0.9014,1.1059,0.8715,1.1475,2
2012-04-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,50404,1651,1582.632,1.0432,0.9241,1.0801,0.8771,1.1401,2
2012-04-01,RN5,BASINGSTOKE AND NORTH HAMPSHIRE NHS FOUNDATION TRUST,34310,951,838.999,1.1335,0.8967,1.1113,0.8702,1.1492,2
2012-04-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,42269,1457,1316.1143,1.107,0.917,1.0881,0.8755,1.1422,2
2012-04-01,RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,68472,2201,1966.9055,1.119,0.9318,1.0717,0.8787,1.138,2
2012-04-01,RNH,NEWHAM UNIVERSITY HOSPITAL NHS TRUST,41955,632,792.6009,0.7974,0.8938,1.1147,0.8693,1.1503,3
2012-04-01,RNJ,BARTS AND THE LONDON NHS TRUST,68754,1311,1916.1459,0.6842,0.9309,1.0726,0.8786,1.1382,3
2012-04-01,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,44913,1715,1521.7698,1.127,0.9227,1.0818,0.8768,1.1405,2
2012-04-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,43979,1470,1360.7187,1.0803,0.9183,1.0866,0.8758,1.1418,2
2012-04-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,55231,1557,1425.8149,1.092,0.9202,1.0846,0.8762,1.1412,2
2012-04-01,RNZ,SALISBURY NHS FOUNDATION TRUST,35867,1072,1092.046,0.9816,0.9091,1.0971,0.8736,1.1448,2
2012-04-01,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,74683,2694,2678.5938,1.0058,0.9414,1.0612,0.8805,1.1357,2
2012-04-01,RPA,MEDWAY NHS FOUNDATION TRUST,51921,1665,1478.721,1.126,0.9216,1.083,0.8766,1.1408,2
2012-04-01,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47388,1870,1821.3841,1.0267,0.9292,1.0745,0.8782,1.1387,2
2012-04-01,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,55135,1674,1540.92,1.0864,0.9231,1.0813,0.8769,1.1404,2
2012-04-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,48729,548,716.6904,0.7646,0.8885,1.1209,0.8678,1.1524,3
2012-04-01,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,21053,671,746.8313,0.8985,0.8907,1.1183,0.8684,1.1515,2
2012-04-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,36536,1367,1369.5263,0.9982,0.9186,1.0863,0.8759,1.1417,2
2012-04-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,37730,610,623.6311,0.9781,0.8808,1.13,0.8653,1.1556,2
2012-04-01,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,148182,4173,4102.1199,1.0173,0.9524,1.0492,0.8823,1.1335,2
2012-04-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,33937,1451,1454.0374,0.9979,0.9209,1.0837,0.8764,1.141,2
2012-04-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,159169,4137,4495.459,0.9203,0.9545,1.047,0.8825,1.1331,2
2012-04-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",47223,1661,1575.1936,1.0545,0.9239,1.0803,0.8771,1.1401,2
2012-04-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,57312,2221,2217.4014,1.0016,0.9357,1.0674,0.8795,1.137,2
2012-04-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,63894,1048,1469.3275,0.7133,0.9213,1.0833,0.8765,1.1409,3
2012-04-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,104131,2643,2766.7864,0.9553,0.9423,1.0602,0.8807,1.1355,2
2012-04-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,81934,2695,2815.1213,0.9573,0.9428,1.0596,0.8808,1.1354,2
2012-04-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,72829,2998,2946.248,1.0176,0.944,1.0582,0.881,1.1351,2
2012-04-01,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,81922,2802,2555.976,1.0963,0.94,1.0626,0.8803,1.136,2
2012-04-01,RTH,OXFORD RADCLIFFE HOSPITALS NHS TRUST,105481,3105,3073.4458,1.0103,0.9452,1.057,0.8812,1.1349,2
2012-04-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,46882,1632,1707.8567,0.9556,0.9269,1.0771,0.8777,1.1393,2
2012-04-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,48377,1568,1680.0605,0.9333,0.9263,1.0777,0.8776,1.1395,2
2012-04-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,92305,2656,2846.562,0.9331,0.9431,1.0593,0.8808,1.1353,2
2012-04-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52656,1984,1767.475,1.1225,0.9281,1.0757,0.878,1.139,2
2012-04-01,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,66078,1765,2154.6524,0.8192,0.9347,1.0684,0.8793,1.1372,3
2012-04-01,RVJ,NORTH BRISTOL NHS TRUST,71776,2104,2179.9949,0.9651,0.9351,1.068,0.8794,1.1372,2
2012-04-01,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,75476,2259,2524.489,0.8948,0.9396,1.063,0.8802,1.1361,2
2012-04-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57556,1886,2044.3561,0.9225,0.933,1.0702,0.879,1.1377,2
2012-04-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,100138,3978,4106.5928,0.9687,0.9525,1.0492,0.8823,1.1335,2
2012-04-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,54274,1890,1715.8977,1.1015,0.9271,1.0769,0.8778,1.1393,2
2012-04-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35523,1305,1246.7003,1.0468,0.9148,1.0906,0.875,1.1429,2
2012-04-01,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84916,1347,1277.1013,1.0547,0.9158,1.0895,0.8752,1.1426,2
2012-04-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,138885,4286,4095.9549,1.0464,0.9524,1.0492,0.8822,1.1335,2
2012-04-01,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,91833,3321,2854.6159,1.1634,0.9432,1.0592,0.8808,1.1353,1
2012-04-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,93345,3661,3310.2205,1.106,0.9471,1.0549,0.8815,1.1345,2
2012-04-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,145614,4375,4103.4798,1.0662,0.9525,1.0492,0.8823,1.1335,2
2012-04-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,65907,2143,2121.6646,1.0101,0.9343,1.0689,0.8792,1.1374,2
2012-04-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,50760,1715,1657.1053,1.0349,0.9258,1.0783,0.8775,1.1396,2
2012-04-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,66613,2460,2094.8864,1.1743,0.9338,1.0694,0.8791,1.1375,1
2012-04-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,58625,1642,1785.971,0.9194,0.9285,1.0753,0.8781,1.1389,2
2012-04-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73475,2577,2428.6094,1.0611,0.9385,1.0643,0.88,1.1364,2
2012-04-01,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,51019,1565,1525.428,1.0259,0.9227,1.0817,0.8768,1.1405,2
2012-04-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,76786,2209,2202.4873,1.003,0.9354,1.0676,0.8794,1.1371,2
2012-04-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,132853,4184,4417.6793,0.9471,0.9542,1.0474,0.8825,1.1332,2
2012-04-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,59226,2771,2589.191,1.0702,0.9404,1.0622,0.8803,1.1359,2
2012-04-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,94604,3019,2925.1417,1.0321,0.9438,1.0585,0.8809,1.1352,2
2012-04-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,68335,2385,2436.5485,0.9788,0.9386,1.0642,0.88,1.1363,2
2012-04-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,74778,2242,2245.2226,0.9986,0.9361,1.0669,0.8796,1.1369,2
2012-04-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54102,2407,1980.559,1.2153,0.932,1.0714,0.8788,1.1379,1
2012-04-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,76689,2256,2248.5956,1.0033,0.9361,1.0669,0.8796,1.1369,2
2012-04-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,86276,2744,2902.0023,0.9456,0.9436,1.0587,0.8809,1.1352,2
2012-04-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,51789,1655,1493.0841,1.1084,0.9219,1.0826,0.8767,1.1407,2
2012-04-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,79132,2598,2291.601,1.1337,0.9367,1.0662,0.8797,1.1368,2
2012-04-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,61766,2420,2227.6149,1.0864,0.9358,1.0672,0.8795,1.137,2
2012-04-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,105380,2277,2995.6546,0.7601,0.9445,1.0578,0.881,1.135,3
2012-04-01,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,99595,3064,3328.8103,0.9204,0.9473,1.0547,0.8815,1.1344,2
2012-04-01,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,74954,3088,2809.2874,1.0992,0.9427,1.0597,0.8807,1.1354,2
2012-07-01,5QT,,19188,852,755.192,1.1282,0.8913,1.1176,0.8751,1.1427,2
2012-07-01,R1H,,161007,3394,4221.2094,0.804,0.9531,1.0485,0.8899,1.1238,3
2012-07-01,RA2,,45094,1264,1424.5803,0.8873,0.9201,1.0846,0.8833,1.1321,2
2012-07-01,RA3,,17746,951,896.8558,1.0604,0.9,1.1075,0.8778,1.1392,2
2012-07-01,RA4,,22688,882,835.0077,1.0563,0.8965,1.1116,0.8767,1.1406,2
2012-07-01,RA7,,75249,1687,1741.6674,0.9686,0.9276,1.0763,0.8851,1.1299,2
2012-07-01,RA9,,38169,1535,1598.5349,0.9603,0.9245,1.0797,0.8843,1.1308,2
2012-07-01,RAE,,76490,1757,1897.2825,0.9261,0.9306,1.073,0.8857,1.129,2
2012-07-01,RAJ,,48580,2043,2013.3911,1.0147,0.9325,1.0708,0.8861,1.1285,2
2012-07-01,RAL,,42593,1067,1460.5905,0.7305,0.9211,1.0835,0.8835,1.1318,3
2012-07-01,RAP,,26048,764,940.0957,0.8127,0.9022,1.1049,0.8785,1.1383,3
2012-07-01,RAS,,38079,954,1043.9268,0.9139,0.9071,1.0994,0.8799,1.1366,2
2012-07-01,RAX,,48408,1197,1418.6989,0.8437,0.92,1.0848,0.8833,1.1322,3
2012-07-01,RBA,,53421,1462,1558.8984,0.9378,0.9236,1.0808,0.8841,1.1311,2
2012-07-01,RBD,,30129,1085,1020.8845,1.0628,0.9061,1.1005,0.8796,1.1369,2
2012-07-01,RBK,,37584,1455,1292.174,1.126,0.9162,1.089,0.8823,1.1334,2
2012-07-01,RBL,,61725,1993,1928.6016,1.0334,0.9311,1.0724,0.8858,1.1289,2
2012-07-01,RBN,,62033,1860,1798.9737,1.0339,0.9287,1.075,0.8853,1.1295,2
2012-07-01,RBT,,40285,1401,1254.5647,1.1167,0.915,1.0904,0.882,1.1338,2
2012-07-01,RBZ,,29401,1338,1375.2288,0.9729,0.9187,1.0862,0.8829,1.1326,2
2012-07-01,RC1,,27324,1043,1015.8192,1.0268,0.9058,1.1008,0.8795,1.137,2
2012-07-01,RC3,,31299,705,775.9132,0.9086,0.8927,1.116,0.8756,1.1421,2
2012-07-01,RC9,,56799,1491,1376.5022,1.0832,0.9188,1.0861,0.883,1.1326,2
2012-07-01,RCB,,48228,1774,1600.5158,1.1084,0.9245,1.0797,0.8844,1.1308,2
2012-07-01,RCC,,24813,1172,989.0169,1.185,0.9046,1.1022,0.8792,1.1375,1
2012-07-01,RCD,,23640,860,900.1986,0.9553,0.9002,1.1073,0.8779,1.1391,2
2012-07-01,RCF,,31110,922,1024.6322,0.8998,0.9062,1.1004,0.8796,1.1369,2
2012-07-01,RCX,,37959,1474,1479.0296,0.9966,0.9216,1.083,0.8836,1.1317,2
2012-07-01,RD1,,41707,1839,1900.2529,0.9678,0.9306,1.0729,0.8857,1.129,2
2012-07-01,RD3,,52198,1421,1576.1944,0.9015,0.924,1.0803,0.8842,1.1309,2
2012-07-01,RD7,,50240,1364,1364.4055,0.9997,0.9184,1.0865,0.8829,1.1327,2
2012-07-01,RD8,,43130,1026,1056.5415,0.9711,0.9076,1.0988,0.88,1.1364,2
2012-07-01,RDD,,48525,1844,1633.8457,1.1286,0.9253,1.0788,0.8845,1.1305,2
2012-07-01,RDE,,49740,2183,1857.8711,1.175,0.9298,1.0738,0.8856,1.1292,1
2012-07-01,RDU,,51601,1364,1561.9048,0.8733,0.9236,1.0807,0.8841,1.131,3
2012-07-01,RDZ,,44850,2086,2049.2391,1.0179,0.9331,1.0702,0.8863,1.1283,2
2012-07-01,RE9,,23819,1162,1066.7446,1.0893,0.908,1.0983,0.8801,1.1362,2
2012-07-01,REF,,70208,2129,2059.9392,1.0335,0.9333,1.07,0.8863,1.1283,2
2012-07-01,REM,,42689,1918,1657.7775,1.157,0.9258,1.0782,0.8847,1.1304,1
2012-07-01,RF4,,86714,2980,3105.5562,0.9596,0.9455,1.0567,0.8886,1.1253,2
2012-07-01,RFF,,41854,1376,1274.991,1.0792,0.9157,1.0896,0.8822,1.1336,2
2012-07-01,RFR,,48900,1445,1395.7589,1.0353,0.9193,1.0855,0.8831,1.1324,2
2012-07-01,RFS,,44842,1618,1527.3403,1.0594,0.9228,1.0816,0.8839,1.1313,2
2012-07-01,RFW,,33367,913,976.5981,0.9349,0.904,1.1029,0.879,1.1377,2
2012-07-01,RGN,,47683,1506,1486.6886,1.013,0.9218,1.0828,0.8837,1.1316,2
2012-07-01,RGP,,32279,1471,1720.2688,0.8551,0.9271,1.0768,0.885,1.13,3
2012-07-01,RGQ,,47343,1691,1659.8913,1.0187,0.9259,1.0782,0.8847,1.1304,2
2012-07-01,RGR,,32570,1186,1306.4023,0.9078,0.9167,1.0885,0.8824,1.1332,2
2012-07-01,RGT,,68817,1904,2334.0859,0.8157,0.9373,1.0656,0.8871,1.1273,3
2012-07-01,RH8,,59405,1677,1935.8783,0.8663,0.9312,1.0722,0.8859,1.1288,3
2012-07-01,RHM,,88254,2531,2711.8894,0.9333,0.9417,1.0608,0.888,1.1262,2
2012-07-01,RHQ,,101149,3508,3798.8219,0.9234,0.9506,1.0512,0.8895,1.1242,2
2012-07-01,RHU,,87824,2901,2931.5221,0.9896,0.9439,1.0584,0.8884,1.1257,2
2012-07-01,RHW,,58438,1966,1833.9557,1.072,0.9294,1.0743,0.8855,1.1294,2
2012-07-01,RJ1,,84233,1340,1497.0529,0.8951,0.922,1.0825,0.8838,1.1315,2
2012-07-01,RJ2,,37343,925,946.5691,0.9772,0.9026,1.1046,0.8786,1.1382,2
2012-07-01,RJ6,,44302,1218,1210.9837,1.0058,0.9135,1.092,0.8816,1.1343,2
2012-07-01,RJ7,,70496,1609,2048.5277,0.7854,0.9331,1.0702,0.8863,1.1283,3
2012-07-01,RJC,,33141,1070,975.2275,1.0972,0.904,1.103,0.879,1.1377,2
2012-07-01,RJD,,32453,948,1018.1875,0.9311,0.9059,1.1007,0.8795,1.137,2
2012-07-01,RJE,,85417,2876,2765.2689,1.04,0.9423,1.0602,0.8881,1.126,2
2012-07-01,RJF,,39832,1170,1104.299,1.0595,0.9096,1.0965,0.8805,1.1357,2
2012-07-01,RJL,,58596,2242,1926.5902,1.1637,0.9311,1.0724,0.8858,1.1289,1
2012-07-01,RJN,,24511,975,958.1205,1.0176,0.9031,1.1039,0.8787,1.138,2
2012-07-01,RJR,,48297,1391,1285.0146,1.0825,0.916,1.0892,0.8823,1.1335,2
2012-07-01,RJZ,,65720,1398,1534.4304,0.9111,0.923,1.0814,0.884,1.1312,2
2012-07-01,RK5,,49324,1678,1652.0867,1.0157,0.9257,1.0784,0.8846,1.1304,2
2012-07-01,RK9,,71413,2239,2440.4987,0.9174,0.9386,1.0641,0.8874,1.1269,2
2012-07-01,RKB,,81227,2581,2433.5321,1.0606,0.9385,1.0642,0.8874,1.1269,2
2012-07-01,RKE,,34735,562,814.4261,0.6901,0.8952,1.1131,0.8764,1.1411,3
2012-07-01,RL4,,59474,2074,1952.5291,1.0622,0.9315,1.0719,0.8859,1.1288,2
2012-07-01,RLN,,61491,1873,1985.4997,0.9433,0.9321,1.0713,0.886,1.1286,2
2012-07-01,RLQ,,27808,982,846.9017,1.1595,0.8972,1.1108,0.877,1.1403,1
2012-07-01,RLT,,23840,1008,822.0813,1.2262,0.8957,1.1125,0.8765,1.1409,1
2012-07-01,RM1,,84666,2994,2965.9286,1.0095,0.9442,1.0581,0.8884,1.1256,2
2012-07-01,RM2,,59025,1682,1808.1204,0.9302,0.9289,1.0748,0.8853,1.1295,2
2012-07-01,RM3,,54253,1416,1630.6266,0.8684,0.9252,1.0789,0.8845,1.1306,3
2012-07-01,RMC,,55722,1737,1627.8588,1.067,0.9252,1.079,0.8845,1.1306,2
2012-07-01,RMP,,34838,1435,1202.0869,1.1938,0.9132,1.0924,0.8815,1.1344,1
2012-07-01,RN3,,53826,1686,1613.7612,1.0448,0.9248,1.0793,0.8844,1.1307,2
2012-07-01,RN5,,60591,1775,1690.0366,1.0503,0.9265,1.0775,0.8848,1.1302,2
2012-07-01,RN7,,45197,1445,1346.8719,1.0729,0.9179,1.0871,0.8827,1.1328,2
2012-07-01,RNA,,67910,2153,1929.6717,1.1157,0.9311,1.0724,0.8858,1.1289,2
2012-07-01,RNL,,44444,1636,1474.8734,1.1092,0.9215,1.0831,0.8836,1.1317,2
2012-07-01,RNQ,,44000,1408,1307.3238,1.077,0.9167,1.0884,0.8824,1.1332,2
2012-07-01,RNS,,55568,1524,1433.1356,1.0634,0.9204,1.0843,0.8833,1.1321,2
2012-07-01,RNZ,,35496,1086,1066.6934,1.0181,0.908,1.0983,0.8801,1.1362,2
2012-07-01,RP5,,74918,2709,2628.3696,1.0307,0.9408,1.0618,0.8878,1.1264,2
2012-07-01,RPA,,52123,1617,1431.5533,1.1295,0.9203,1.0844,0.8833,1.1321,2
2012-07-01,RQ6,,47641,1834,1748.6071,1.0488,0.9277,1.0761,0.8851,1.1298,2
2012-07-01,RQ8,,54122,1645,1542.2793,1.0666,0.9232,1.0812,0.884,1.1312,2
2012-07-01,RQM,,48353,539,664.135,0.8116,0.8844,1.1258,0.8729,1.1456,3
2012-07-01,RQQ,,20575,650,712.0478,0.9129,0.8882,1.1213,0.8741,1.144,2
2012-07-01,RQW,,36827,1401,1351.6081,1.0365,0.918,1.0869,0.8828,1.1328,2
2012-07-01,RQX,,37420,571,589.5985,0.9685,0.8776,1.1339,0.8705,1.1487,2
2012-07-01,RR1,,147795,4183,3993.2253,1.0475,0.9518,1.0499,0.8897,1.124,2
2012-07-01,RR7,,34774,1487,1431.6436,1.0387,0.9203,1.0844,0.8833,1.1321,2
2012-07-01,RR8,,153801,4090,4419.0022,0.9255,0.9542,1.0474,0.89,1.1236,2
2012-07-01,RRF,,47126,1608,1535.3763,1.0473,0.923,1.0814,0.884,1.1312,2
2012-07-01,RRK,,56161,2211,2179.7455,1.0143,0.9351,1.068,0.8867,1.1278,2
2012-07-01,RRV,,64654,1054,1458.4615,0.7227,0.921,1.0836,0.8835,1.1318,3
2012-07-01,RTD,,106392,2586,2668.1177,0.9692,0.9412,1.0613,0.8879,1.1263,2
2012-07-01,RTE,,82041,2693,2794.3044,0.9637,0.9426,1.0598,0.8881,1.126,2
2012-07-01,RTF,,72471,2955,2854.3551,1.0353,0.9432,1.0592,0.8882,1.1258,2
2012-07-01,RTG,,81398,2731,2510.4091,1.0879,0.9395,1.0632,0.8875,1.1267,2
2012-07-01,RTH,,104213,3050,3045.8221,1.0014,0.9449,1.0573,0.8885,1.1254,2
2012-07-01,RTK,,45311,1561,1633.6038,0.9556,0.9253,1.0788,0.8845,1.1305,2
2012-07-01,RTP,,48072,1526,1619.6895,0.9422,0.925,1.0792,0.8845,1.1306,2
2012-07-01,RTR,,91477,2683,2813.114,0.9537,0.9427,1.0596,0.8881,1.1259,2
2012-07-01,RTX,,52358,1902,1718.1575,1.107,0.9271,1.0768,0.8849,1.13,2
2012-07-01,RV8,,66520,1696,2089.9243,0.8115,0.9338,1.0695,0.8864,1.1282,3
2012-07-01,RVJ,,70206,2002,2074.2451,0.9652,0.9335,1.0697,0.8863,1.1282,2
2012-07-01,RVL,,76288,2155,2439.2332,0.8835,0.9386,1.0642,0.8874,1.1269,3
2012-07-01,RVR,,56916,1856,1985.103,0.935,0.9321,1.0713,0.886,1.1286,2
2012-07-01,RVV,,100570,3953,4002.2268,0.9877,0.9519,1.0498,0.8897,1.124,2
2012-07-01,RVW,,52002,1846,1644.3213,1.1227,0.9255,1.0786,0.8846,1.1305,2
2012-07-01,RVY,,35316,1302,1215.7206,1.071,0.9137,1.0918,0.8817,1.1342,2
